"shapeid","x","y"
"0","693278.828058","6095190.82353"
"0","693303.897588","6095202.35551"
"0","693312.922618","6095156.72897"
"0","693301.892025","6095087.03567"
"0","693272.30998","6095090.54541"
"0","693287.351698","6095147.20255"
"0","693278.828058","6095190.82353"
