"shapeid","x","y"
"0","693536.565737","6096068.71807"
"0","693561.478497","6096066.34543"
"0","693545.660872","6096029.96489"
"0","693516.002824","6095978.55761"
"0","693497.812555","6095986.86186"
"0","693522.329874","6096028.38313"
"0","693536.565737","6096068.71807"
