"shapeid","x","y"
"0","692882.349937","6094187.37618"
"0","692840.377884","6094168.68902"
"0","692788.688656","6094146.88374"
"0","692752.937355","6094123.99858"
"0","692722.688285","6094080.67225"
"0","692703.656276","6094093.27304"
"0","692741.807027","6094141.60393"
"0","692819.530249","6094183.17661"
"0","692868.938391","6094202.44394"
"0","692882.349937","6094187.37618"
