"shapeid","x","y"
"0","693264.287731","6095654.60983"
"0","693274.315543","6095685.19465"
"0","693305.90315","6095687.70161"
"0","693291.864213","6095634.05281"
"0","693273.312761","6095589.93044"
"0","693228.688999","6095521.23993"
"0","693204.12086","6095532.27052"
"0","693245.234888","6095576.39289"
"0","693262.783559","6095610.98884"
"0","693264.287731","6095654.60983"
