"shapeid","x","y"
"0","696743.104096","6097658.42999"
"0","695253.508944","6098171.40315"
"0","693497.562342","6097845.86249"
"0","692442.021407","6096652.21339"
"0","692146.07535","6094481.94231"
"0","692836.616149","6093436.26625"
"0","695677.698292","6093416.53651"
"0","697029.185284","6096168.83483"
"0","696743.104096","6097658.42999"
