"shapeid","x","y"
"0","693632.353694","6096570.73646"
"0","693683.038662","6096491.83512"
"0","693686.173815","6096467.27642"
"0","693681.471086","6096431.22217"
"0","693667.885424","6096433.31227"
"0","693672.065628","6096465.18632"
"0","693664.750272","6096490.26754"
"0","693616.677931","6096562.37605"
"0","693632.353694","6096570.73646"
