"shapeid","x","y"
"0","693154.181733","6094392.55915"
"0","693174.547613","6094372.90732"
"0","693148.196444","6094355.73416"
"0","693128.799849","6094333.97768"
"0","693106.616418","6094303.4122"
"0","693093.457446","6094312.93215"
"0","693106.246727","6094338.15588"
"0","693138.739732","6094364.80541"
"0","693154.181733","6094392.55915"
