"shapeid","x","y"
"0","693656.58197","6096424.41692"
"0","693667.258867","6096416.11267"
"0","693643.927869","6096382.10478"
"0","693596.870434","6096348.49232"
"0","693585.402655","6096361.9373"
"0","693636.019057","6096395.15432"
"0","693656.58197","6096424.41692"
