"shapeid","x","y"
"0","692881.978923","6094187.38412"
"0","692870.414548","6094202.04285"
"0","692903.514069","6094222.39783"
"0","692935.611315","6094247.94756"
"0","692967.321924","6094272.76648"
"0","692999.687804","6094293.50653"
"0","693010.841568","6094277.00864"
"0","692975.539198","6094257.80959"
"0","692947.909783","6094232.90344"
"0","692916.988797","6094210.28483"
"0","692881.978923","6094187.38412"
