"shapeid","x","y"
"0","693352.066673","6094592.4075"
"0","693339.38731","6094538.21471"
"0","693320.263094","6094485.59364"
"0","693291.205942","6094473.31699"
"0","693273.246761","6094441.45348"
"0","693228.880486","6094420.18859"
