691603.347,6093243.989
691853.306,6093687.098
692086.222,6093971.142
692455.479,6094238.143
692750.885,6094482.421
692819.056,6094624.443
692857.444,6094903.546
692909.950,6095158.446
693000.844,6095357.277
692813.375,6095686.768
692557.735,6095959.451
692341.862,6096084.430
691898.753,6096169.644
691626.071,6096124.196
691296.579,6096090.111
690910.279,6096027.621
690654.639,6096056.026
690569.426,6096226.452
691427.240,6096351.432
691938.519,6096391.198
692199.840,6096317.346
692637.268,6096436.645
692915.631,6096459.369
693216.718,6096254.857
693324.655,6096169.644
693460.996,6096402.560
693489.400,6096658.199
693472.358,6096942.244
693631.422,6097158.117
693637.103,6097799.347
693699.593,6098003.859
693807.530,6098236.775
693756.402,6098526.500
693614.380,6098668.522
693478.038,6098941.204
693211.037,6099326.794
693131.505,6099724.456
692898.588,6099798.308
692881.546,6099934.649
693103.100,6100082.352
693483.719,6100173.246
693733.678,6100377.758
693813.211,6100445.928
693921.147,6100377.758
693807.530,6100065.309
693824.572,6099639.243
693739.359,6099252.943
693727.997,6098957.537
693841.615,6098815.515
693926.828,6098662.131
694279.043,6098696.216
694415.384,6098781.430
694324.490,6099031.388
694665.343,6099446.093
694943.706,6099582.434
695000.515,6100088.033
694841.450,6100332.311
694915.302,6101151.068
694813.046,6101514.645
694898.259,6101747.561
695187.984,6101935.030
695466.348,6101991.839
695920.818,6102133.861
696068.521,6102219.074
696011.712,6101991.839
695642.455,6101554.411
695381.134,6100929.514
695324.325,6100418.234
695472.028,6100389.830
695724.828,6100787.491
696031.595,6101139.706
696150.894,6101196.515
696184.979,6100651.150
695878.212,6100293.255
695560.082,6100072.410
695446.464,6099725.876
695792.998,6099453.194
696190.660,6099146.426
696156.575,6098970.319
695599.848,6099100.979
695293.081,6099078.256
695054.484,6098731.722
694634.098,6098407.912
695065.845,6098470.401
695355.570,6098493.125
695758.913,6098265.889
696128.170,6097885.270
696253.150,6097648.803
695986.148,6097705.612
695202.187,6098125.998
694685.226,6098086.231
694372.778,6097836.273
694287.564,6097433.640
694815.886,6097581.343
695480.550,6097643.833
696150.894,6097518.853
696508.790,6097439.321
697014.388,6097155.277
696912.132,6096945.084
696372.448,6096984.850
695605.529,6096939.403
694702.269,6096632.636
694179.628,6096342.910
693946.711,6095994.956
694378.458,6095949.509
694600.013,6095756.359
694236.436,6095546.167
693770.604,6094609.531
693810.370,6094206.188
694202.351,6093995.996
694100.095,6093649.462
693878.541,6093251.800
693651.305,6093121.140
693253.644,6093149.544
692753.726,6093081.373
692481.043,6093070.012
692100.424,6092956.394
691603.347,6093243.989
